Date,Close,High,Low,Open,Volume,headline,Polarity,Subjectivity,Sentiment,Close_Change
2024-01-24,1622.06005859375,1630.9100341796875,1621.1600341796875,1622.56005859375,115059500,,0.0,0.0,Neutral,-6.0957268428474265e-06
2022-10-06,1627.43994140625,1629.4200439453125,1620.9300537109375,1624.1199951171875,106178700,,0.0,0.0,Neutral,0.003316697667264057
2024-09-30,1638.010009765625,1640.9599609375,1633.699951171875,1633.699951171875,134534900,,0.0,0.0,Neutral,0.006494905335948431
2023-09-14,1635.6800537109375,1640.1300048828125,1632.510009765625,1637.3399658203125,120413200,,0.0,0.0,Neutral,-0.0014224309013965986
2022-04-21,1638.3800048828125,1639.1800537109375,1632.5799560546875,1638.6600341796875,114937300,,0.0,0.0,Neutral,0.0016506597153578273
2020-12-18,1637.4000244140625,1637.489990234375,1631.8299560546875,1637.300048828125,63429800,,0.0,0.0,Neutral,-0.0005981399100509766
2024-12-20,1642.2900390625,1643.449951171875,1634.5400390625,1634.6199951171875,139943400,,0.0,0.0,Neutral,0.0029864508217454233
2021-05-12,1632.239990234375,1644.3499755859375,1631.27001953125,1642.4599609375,87894400,,0.0,0.0,Neutral,-0.006119533449683523
2024-10-15,1637.300048828125,1637.4100341796875,1625.56005859375,1631.530029296875,82569700,,0.0,0.0,Neutral,0.0031000702249817103
2022-03-29,1632.800048828125,1633.6600341796875,1623.6099853515625,1632.0400390625,64595700,,0.0,0.0,Neutral,-0.0027484272068646343
2024-08-29,1639.3699951171875,1641.8599853515625,1626.06005859375,1626.77001953125,165442400,,0.0,0.0,Neutral,0.004023729846025947
2023-08-08,1633.550048828125,1635.56005859375,1627.3800048828125,1635.56005859375,147577400,,0.0,0.0,Neutral,-0.003550111510151499
2021-02-27,1618.530029296875,1630.43994140625,1618.3299560546875,1629.6099853515625,133418700,,0.0,0.0,Neutral,-0.009194710343907175
2024-10-15,1610.27001953125,1620.4000244140625,1610.27001953125,1615.9100341796875,98812400,,0.0,0.0,Neutral,-0.005103402232959131
2022-09-24,1601.0899658203125,1611.469970703125,1598.5999755859375,1610.550048828125,107076500,,0.0,0.0,Neutral,-0.005700940587349379
2024-09-25,1599.18994140625,1603.719970703125,1572.030029296875,1580.8499755859375,173978800,,0.0,0.0,Neutral,-0.001186706840105023
2024-06-27,1611.4300537109375,1617.4300537109375,1601.0400390625,1601.4300537109375,147144300,,0.0,0.0,Neutral,0.007653945280523766
2020-03-18,1599.18994140625,1610.780029296875,1599.18994140625,1609.219970703125,95600000,,0.0,0.0,Neutral,-0.007595807386426734
2020-12-16,1605.3599853515625,1610.9599609375,1599.3199462890625,1599.3199462890625,85616600,,0.0,0.0,Neutral,0.0038582308364738527
2023-09-15,1603.739990234375,1614.22998046875,1603.6500244140625,1608.739990234375,100448000,,0.0,0.0,Neutral,-0.0010091164174823586
2021-07-31,1601.8699951171875,1605.1300048828125,1589.7900390625,1599.93994140625,149289000,,0.0,0.0,Neutral,-0.0011660213803823538
2023-12-25,1598.3199462890625,1606.8499755859375,1592.969970703125,1594.1600341796875,99444600,,0.0,0.0,Neutral,-0.0022161903518677084
2024-06-07,1601.3499755859375,1604.43994140625,1597.25,1604.43994140625,71164500,,0.0,0.0,Neutral,0.0018957589210533143
2020-09-11,1614.5699462890625,1614.5699462890625,1602.1500244140625,1604.260009765625,384159000,,0.0,0.0,Neutral,0.00825551622360865
2024-06-14,1623.6700439453125,1626.6400146484375,1611.47998046875,1614.6800537109375,116436500,,0.0,0.0,Neutral,0.005636236248027338
2024-06-10,1636.5,1639.4200439453125,1620.280029296875,1620.97998046875,130813400,,0.0,0.0,Neutral,0.007901824698023141
2021-05-01,1650.760009765625,1650.760009765625,1634.1400146484375,1639.760009765625,159714600,,0.0,0.0,Neutral,0.008713724268637257
2023-04-30,1655.31005859375,1656.6800537109375,1642.6600341796875,1649.9300537109375,105242100,,0.0,0.0,Neutral,0.0027563357491140472
2020-12-16,1644.0899658203125,1655.8900146484375,1644.0899658203125,1654.02001953125,61533700,,0.0,0.0,Neutral,-0.006778242369269161
2023-12-16,1649.3299560546875,1651.989990234375,1646.800048828125,1650.9300537109375,102539800,,0.0,0.0,Neutral,0.0031871675779984177
2020-11-30,1655.469970703125,1656.0,1651.8499755859375,1651.9300537109375,93023500,Everyday Global Account - HSBC Malaysia,-0.1,0.3,Negative,0.003722732753320468
2022-03-29,1651.199951171875,1657.3599853515625,1649.81005859375,1655.800048828125,111042200,,0.0,0.0,Neutral,-0.002579339768655764
2019-08-22,1650.739990234375,1650.739990234375,1642.1099853515625,1646.6700439453125,90831900,,0.0,0.0,Neutral,-0.0002785616225179366
2024-03-06,1643.739990234375,1646.219970703125,1640.300048828125,1644.0799560546875,96232000,,0.0,0.0,Neutral,-0.004240522457450213
2023-06-01,1638.6300048828125,1649.5699462890625,1636.3199462890625,1649.4200439453125,83903000,,0.0,0.0,Neutral,-0.0031087552666002605
2022-10-18,1638.4000244140625,1644.0400390625,1637.4599609375,1638.9300537109375,84794700,,0.0,0.0,Neutral,-0.0001403492356814029
2021-08-10,1652.760009765625,1652.760009765625,1636.1800537109375,1636.6600341796875,100923800,,0.0,0.0,Neutral,0.008764639366199978
2020-05-31,1666.5400390625,1666.9000244140625,1652.5799560546875,1654.5699462890625,109775000,,0.0,0.0,Neutral,0.00833758634977455
2021-12-10,1675.4300537109375,1675.4300537109375,1660.8299560546875,1660.8299560546875,132199500,,0.0,0.0,Neutral,0.005334414079507299
2022-10-08,1682.22998046875,1682.22998046875,1672.0899658203125,1672.239990234375,219305100,,0.0,0.0,Neutral,0.004058615722423831
2021-07-07,1676.1300048828125,1679.280029296875,1674.4000244140625,1679.280029296875,87859800,,0.0,0.0,Neutral,-0.0036261246421477322
2021-07-01,1676.6099853515625,1677.760009765625,1672.4100341796875,1675.8199462890625,111387800,,0.0,0.0,Neutral,0.00028636231518541777
2022-12-31,1674.489990234375,1677.1700439453125,1672.5899658203125,1674.22998046875,82354800,,0.0,0.0,Neutral,-0.0012644533527235158
2022-02-25,1672.699951171875,1676.72998046875,1670.72998046875,1670.72998046875,118539600,,0.0,0.0,Neutral,-0.0010690055317974512
2020-11-29,1672.1300048828125,1677.3399658203125,1670.81005859375,1671.4200439453125,120364900,,0.0,0.0,Neutral,-0.0003407343251629058
2024-02-22,1683.6199951171875,1683.6199951171875,1674.9100341796875,1674.9100341796875,88667200,,0.0,0.0,Neutral,0.006871469443657352
2020-12-19,1691.0,1694.550048828125,1684.06005859375,1685.780029296875,182396400,,0.0,0.0,Neutral,0.0043834148467087886
2020-12-16,1690.050048828125,1690.050048828125,1683.239990234375,1689.25,102458400,,0.0,0.0,Neutral,-0.0005617688775133578
2021-09-19,1687.47998046875,1690.81005859375,1685.6400146484375,1688.6500244140625,84268400,,0.0,0.0,Neutral,-0.0015207054732828684
2022-07-15,1682.530029296875,1687.5999755859375,1677.0799560546875,1687.5999755859375,88226700,,0.0,0.0,Neutral,-0.0029333391976004153
2024-12-21,1677.6400146484375,1679.6600341796875,1672.8800048828125,1679.6500244140625,79839500,,0.0,0.0,Neutral,-0.0029063461354571496
2020-12-18,1682.8699951171875,1682.8699951171875,1677.97998046875,1679.1500244140625,88883400,,0.0,0.0,Neutral,0.00311746287825998
2020-12-18,1678.969970703125,1683.68994140625,1674.1300048828125,1682.68994140625,87430200,,0.0,0.0,Neutral,-0.002317484075049392
2022-07-06,1679.260009765625,1681.780029296875,1674.699951171875,1681.219970703125,85988000,,0.0,0.0,Neutral,0.00017274821322654788
2024-06-01,1669.449951171875,1682.0400390625,1668.989990234375,1681.030029296875,126112400,,0.0,0.0,Neutral,-0.005841893772673856
2020-08-15,1672.3699951171875,1672.3699951171875,1664.3800048828125,1670.4000244140625,75675700,,0.0,0.0,Neutral,0.001749105412392149
2020-07-09,1668.93994140625,1672.469970703125,1666.3699951171875,1671.489990234375,93222700,,0.0,0.0,Neutral,-0.002051013663813772
2020-12-18,1657.530029296875,1667.7900390625,1656.760009765625,1667.5,88444600,,0.0,0.0,Neutral,-0.006836622353085353
2022-11-19,1648.9300537109375,1659.93994140625,1648.9300537109375,1657.800048828125,101531000,,0.0,0.0,Neutral,-0.00518842822388299
2021-04-08,1658.18994140625,1658.93994140625,1649.550048828125,1649.550048828125,86279200,,0.0,0.0,Neutral,0.005615694658771542
2023-06-28,1655.4000244140625,1658.280029296875,1647.699951171875,1658.280029296875,73533400,,0.0,0.0,Neutral,-0.0016825074875448376
2024-08-16,1655.6700439453125,1658.3499755859375,1654.02001953125,1654.72998046875,108738200,,0.0,0.0,Neutral,0.0001631143694984516
2023-06-22,1652.4100341796875,1659.3800048828125,1651.3599853515625,1653.8800048828125,154536400,,0.0,0.0,Neutral,-0.0019689972513222687
2022-07-07,1656.5799560546875,1656.5799560546875,1650.3199462890625,1653.739990234375,113375000,,0.0,0.0,Neutral,0.002523539429527988
2021-03-28,1647.9599609375,1653.77001953125,1647.9599609375,1653.739990234375,141697300,,0.0,0.0,Neutral,-0.0052034887212548675
2024-02-09,1642.68994140625,1648.7099609375,1637.25,1647.9599609375,78401400,,0.0,0.0,Neutral,-0.0031979050803224718
2024-05-13,1634.8699951171875,1642.72998046875,1626.3199462890625,1640.9200439453125,196276700,,0.0,0.0,Neutral,-0.004760451800397636
2024-06-28,1639.0699462890625,1639.1300048828125,1627.949951171875,1628.800048828125,138091900,,0.0,0.0,Neutral,0.002568981744370369
2024-04-03,1626.760009765625,1631.4200439453125,1623.6600341796875,1631.3900146484375,116380700,,0.0,0.0,Neutral,-0.007510318001564098
2024-02-13,1610.4100341796875,1621.6800537109375,1610.4100341796875,1621.1199951171875,123498200,UOB Balance Transfer - UOB Malaysia,0.0,0.0,Neutral,-0.010050637763275971
2021-02-26,1611.7900390625,1617.219970703125,1588.97998046875,1592.8399658203125,183727500,,0.0,0.0,Neutral,0.0008569276479424293
2024-01-26,1604.699951171875,1611.47998046875,1602.800048828125,1611.0999755859375,366237100,,0.0,0.0,Neutral,-0.004398890499874852
2023-11-21,1616.02001953125,1620.6500244140625,1605.8399658203125,1607.1800537109375,113077000,,0.0,0.0,Neutral,0.007054320872327713
2019-04-27,1615.050048828125,1620.760009765625,1613.27001953125,1613.300048828125,94084900,,0.0,0.0,Neutral,-0.0006002219597541769
2024-04-17,1592.8800048828125,1615.239990234375,1591.2900390625,1615.239990234375,149253200,,0.0,0.0,Neutral,-0.013727155985908346
2022-07-31,1600.31005859375,1603.0400390625,1596.8199462890625,1598.3599853515625,110009700,,0.0,0.0,Neutral,0.004664540761489588
2024-05-14,1600.2900390625,1600.2900390625,1581.260009765625,1584.9100341796875,129951400,,0.0,0.0,Neutral,-1.2509782802760938e-05
2024-01-26,1599.219970703125,1600.1700439453125,1590.1800537109375,1598.06005859375,110266200,,0.0,0.0,Neutral,-0.0006686715115729047
2022-12-09,1596.449951171875,1602.030029296875,1594.8399658203125,1595.510009765625,103561700,,0.0,0.0,Neutral,-0.001732106640734421
2024-01-21,1602.75,1603.4300537109375,1597.1300048828125,1598.3699951171875,106942400,,0.0,0.0,Neutral,0.00394628646109485
2024-01-25,1594.5899658203125,1601.9000244140625,1594.5899658203125,1601.239990234375,96427600,,0.0,0.0,Neutral,-0.005091270740719023
2024-08-27,1602.469970703125,1605.530029296875,1594.1700439453125,1596.260009765625,113714400,,0.0,0.0,Neutral,0.0049417123221133785
2024-01-25,1609.3299560546875,1609.3299560546875,1594.5899658203125,1595.77001953125,84127400,,0.0,0.0,Neutral,0.004280882311044287
2024-01-26,1600.530029296875,1600.530029296875,1590.510009765625,1598.280029296875,89033000,,0.0,0.0,Neutral,-0.005468068698221251
2024-01-23,1590.8399658203125,1601.4000244140625,1590.8399658203125,1601.4000244140625,210071500,,0.0,0.0,Neutral,-0.006054284080392658
2024-08-24,1589.8199462890625,1592.1300048828125,1585.6600341796875,1590.3900146484375,92700600,,0.0,0.0,Neutral,-0.0006411829933654634
2024-01-23,1595.1800537109375,1597.3900146484375,1584.8299560546875,1593.3599853515625,92439100,,0.0,0.0,Neutral,0.0033715185385529978
2024-05-16,1612.1400146484375,1612.1400146484375,1601.5899658203125,1602.239990234375,150191400,,0.0,0.0,Neutral,0.010632004141504448
2024-01-25,1591.52001953125,1616.3399658203125,1591.52001953125,1612.780029296875,105352900,,0.0,0.0,Neutral,-0.012790449297100381
2023-08-15,1599.8900146484375,1600.9100341796875,1591.1099853515625,1593.969970703125,95861600,,0.0,0.0,Neutral,0.00525912022121644
2024-06-30,1599.75,1603.7900390625,1592.8399658203125,1598.1700439453125,108502500,,0.0,0.0,Neutral,-8.751517114025109e-05
2021-02-01,1604.469970703125,1606.4000244140625,1599.5799560546875,1601.6600341796875,91206400,,0.0,0.0,Neutral,0.0029504426961244334
2021-08-23,1595.8499755859375,1597.780029296875,1589.780029296875,1590.8299560546875,174806400,,0.0,0.0,Neutral,-0.005372487659217384
2022-11-10,1602.300048828125,1602.300048828125,1595.280029296875,1597.8800048828125,128033000,,0.0,0.0,Neutral,0.004041779202847318
2023-02-13,1601.0,1608.3900146484375,1601.0,1603.2099609375,120542700,,0.0,0.0,Neutral,-0.0008113641568417984
2024-10-01,1601.25,1603.6800537109375,1596.3299560546875,1600.68994140625,87804400,,0.0,0.0,Neutral,0.0001561524047470897
2024-01-18,1604.300048828125,1609.969970703125,1597.0899658203125,1609.9200439453125,140900100,,0.0,0.0,Neutral,0.0019047923985167081
2024-12-31,1599.489990234375,1599.5699462890625,1594.0899658203125,1599.5699462890625,102870800,,0.0,0.0,Neutral,-0.002998228789722668
2024-01-18,1596.280029296875,1599.1700439453125,1592.6500244140625,1598.6500244140625,82675500,,0.0,0.0,Neutral,-0.0020068652864965175
2024-01-19,1597.4100341796875,1597.6099853515625,1590.02001953125,1597.6099853515625,246858500,,0.0,0.0,Neutral,0.0007078989037470063
2021-11-20,1592.9300537109375,1597.5899658203125,1590.969970703125,1597.5899658203125,83778400,,0.0,0.0,Neutral,-0.002804527562048631
2024-09-30,1592.3299560546875,1593.5,1585.5799560546875,1593.5,100387100,,0.0,0.0,Neutral,-0.000376725679104406
2022-03-03,1589.5799560546875,1593.989990234375,1586.1400146484375,1592.52001953125,74123200,,0.0,0.0,Neutral,-0.0017270289926678561
2022-04-04,1593.0,1593.050048828125,1589.2099609375,1589.47998046875,95044500,,0.0,0.0,Neutral,0.002151539425422122
2024-09-30,1584.1400146484375,1592.050048828125,1583.449951171875,1590.239990234375,73331700,,0.0,0.0,Neutral,-0.005561823823956424
2024-06-05,1583.9100341796875,1586.68994140625,1578.530029296875,1584.260009765625,92489700,,0.0,0.0,Neutral,-0.00014517685723702822
2024-01-18,1589.43994140625,1589.6400146484375,1583.8399658203125,1584.93994140625,71303900,,0.0,0.0,Neutral,0.00349130134113107
2023-11-01,1574.9000244140625,1589.06005859375,1574.9000244140625,1588.8499755859375,87431300,,0.0,0.0,Neutral,-0.009147824094141832
2024-01-18,1564.1199951171875,1572.0400390625,1563.1300048828125,1571.9599609375,90318700,,0.0,0.0,Neutral,-0.006844897536201211
2023-04-05,1557.6700439453125,1564.7900390625,1551.9599609375,1563.8900146484375,76431100,,0.0,0.0,Neutral,-0.004123693317654831
2022-06-20,1559.0,1560.3699951171875,1555.550048828125,1557.7900390625,44082500,,0.0,0.0,Neutral,0.0008538111520197678
2024-12-05,1558.7900390625,1565.1600341796875,1556.2099609375,1560.4599609375,78376500,,0.0,0.0,Neutral,-0.000134676675753731
2024-03-28,1551.22998046875,1555.4200439453125,1548.6199951171875,1554.72998046875,87647500,,0.0,0.0,Neutral,-0.004849953107409433
2021-10-21,1551.8699951171875,1553.1800537109375,1548.449951171875,1550.699951171875,69706900,,0.0,0.0,Neutral,0.0004125852752305814
2022-04-14,1556.8399658203125,1558.260009765625,1550.9599609375,1550.9599609375,78630200,,0.0,0.0,Neutral,0.0032025689772741117
2021-11-20,1567.5899658203125,1568.9599609375,1562.6500244140625,1562.6500244140625,67604000,,0.0,0.0,Neutral,0.006905012869666161
2022-07-19,1566.22998046875,1568.239990234375,1563.1300048828125,1567.030029296875,84407300,,0.0,0.0,Neutral,-0.0008675644659735804
2020-02-12,1574.9000244140625,1574.9000244140625,1567.8699951171875,1568.0999755859375,104215600,,0.0,0.0,Neutral,0.005535613577463128
2024-08-28,1574.5,1577.0400390625,1569.2099609375,1573.0400390625,96261500,,0.0,0.0,Neutral,-0.00025399987799945567
2020-11-18,1571.1500244140625,1576.8699951171875,1567.719970703125,1572.719970703125,102591400,,0.0,0.0,Neutral,-0.0021276440685534803
2023-10-25,1570.9300537109375,1572.06005859375,1565.0799560546875,1568.780029296875,48984300,,0.0,0.0,Neutral,-0.00014000617363518764
2020-05-07,1574.0899658203125,1574.0899658203125,1567.699951171875,1570.27001953125,92716700,,0.0,0.0,Neutral,0.002011491283084421
2021-05-27,1568.7900390625,1573.22998046875,1564.0799560546875,1571.6600341796875,81163100,,0.0,0.0,Neutral,-0.0033669783004115494
2021-11-05,1571.1099853515625,1571.4300537109375,1565.6400146484375,1569.469970703125,85709400,,0.0,0.0,Neutral,0.0014788124805080738
2024-02-18,1570.0,1573.1500244140625,1567.9000244140625,1572.9200439453125,70214800,,0.0,0.0,Neutral,-0.000706497547537488
2023-08-15,1577.7900390625,1577.97998046875,1570.1800537109375,1573.1600341796875,136240000,,0.0,0.0,Neutral,0.004961808320063765
